atomic_number,mass,abundance,mass_number,mass_uncertainty,is_radioactive,half_life,half_life_unit,spin,g_factor,quadrupole_moment,parity,discovery_year,g_factor_uncertainty,abundance_uncertainty,half_life_uncertainty,quadrupole_moment_uncertainty
"40",89.904698755,51.45,"90",1.26e-07,"0",,,"0",0,0,"+","1924",0,0.04,,0
"41",89.911259201,,"90",3.561e-06,"1",14.6,hour,"8",0.618250012397766,0.00999999977648258,"+","1951",0.000500000023748726,,0.05,0.0399999991059303
"42",89.91393127,,"90",3.717e-06,"1",5.56,hour,"0",0,0,"+","1953",0,,0.09,0
"43",89.924073919,,"90",1.1e-06,"1",49.2,sec,"8",,,"+","1974",,,0.4,
"44",89.930344378,,"90",4.004e-06,"1",11.7,sec,"0",0,0,"+","1991",0,,0.9,0
"45",89.944569,,"90",0.000215,"1",29,msec,"0",0,0,"+","1994",0,,3,0
"46",89.95737,,"90",0.000429,"1",,msec,"0",0,0,"+","2016",0,,,0
"33",90.960816,,"91",0.000429,"1",,msec,5/2,,,"-","1997",,,,
"34",90.9457,,"91",0.000465,"1",270,msec,1/2,,0,"+","1975",,,50,0
"35",90.934398617,,"91",3.804e-06,"1",543,msec,5/2,,,"-","1974",,,4,
"36",90.923806309,,"91",2.4e-06,"1",8.57,sec,5/2,-0.233199998736382,0.303000003099442,"+","1951",0.000800000037997961,,0.04,0.00600000005215406
"37",90.916537261,,"91",8.375e-06,"1",58.2,sec,3/2,1.45406663417816,0.189999997615814,,"1951",0.00100000004749745,,0.3,0.0499999970197678
"38",90.910195942,,"91",5.853e-06,"1",9.65,hour,5/2,-0.354000002145767,0.0419999994337559,"+","1943",0.000800000037997961,,0.06,0.0100000007078052
"39",90.907298048,,"91",1.978e-06,"1",58.51,day,1/2,0.327800005674362,0,"-","1943",0.0015999999595806,,0.06,0
"40",90.905640205,11.22,"91",1.01e-07,"0",,,5/2,-0.520879983901978,-0.175999999046326,"+","1934",0.00015999999595806,0.05,,0.00300000002607703
"41",90.906990256,,"91",3.14e-06,"1",680,year,9/2,1.44733333587646,-0.25,"+","1951",0.000666666659526527,,130,0.0299999993294477
"42",90.91174519,,"91",6.696e-06,"1",15.49,minute,9/2,-0.206888884305954,,"+","1948",0.000666666659526527,,0.01,
"43",90.918424972,,"91",2.536e-06,"1",3.14,minute,9/2,,,,"1974",,,0.02,
"44",90.92674153,,"91",2.384e-06,"1",8,sec,9/2,,,"+","1983",,,0.4,
"45",90.937123,,"91",0.00032,"1",1.47,sec,9/2,,,"+","1994",,,0.22,
"46",90.950435,,"91",0.000454,"1",32,msec,7/2,,,"+","1995",,,3,
"33",91.967386,,"92",0.000537,"1",,msec,,,,,"1997",,,,
"34",91.94984,,"92",0.000429,"1",,msec,"0",0,0,"+","1997",0,,,0
"35",91.939631595,,"92",7.202e-06,"1",314,msec,"2",,,"-","1974",,,16,
"36",91.926173092,,"92",2.9e-06,"1",1.84,sec,"0",0,0,"+","1951",0,,0.008,0
"37",91.919728477,,"92",6.573e-06,"1",4.48,sec,"0",0,0,"-","1960",0,,0.03,0
"38",91.911038222,,"92",3.675e-06,"1",2.611,hour,"0",0,0,"+","1956",0,,0.017,0
"39",91.908945752,,"92",9.798e-06,"1",3.54,hour,"2",-0.33500000834465,0,"-","1940",0.00999999977648258,,0.01,0.0199999995529652
"40",91.905035336,17.15,"92",1.01e-07,"0",,,"0",0,0,"+","1924",0,0.03,,0
"41",91.90718858,,"92",1.915e-06,"1",34.7,Myear,"7",0.732857167720795,-0.349999994039536,"+","1938",0.000571428623516113,,2.4,0.0299999993294477
"42",91.906807153,14.649,"92",1.68e-07,"0",,,"0",0,0,"+","1930",0,0.106,,0
"43",91.915269777,,"92",3.33e-06,"1",4.25,minute,"8",,,,"1964",,,0.15,
"44",91.920234373,,"92",2.917e-06,"1",3.65,minute,"0",0,0,"+","1971",0,,0.05,0
"45",91.932367692,,"92",4.7e-06,"1",5.61,sec,"6",,,"+","1994",,,0.08,
"46",91.941192225,,"92",0.000370402,"1",1.06,sec,"0",0,0,"+","1994",0,,0.03,0
"47",91.95971,,"92",0.000429,"1",,msec,,,,,"2016",,,,
"34",92.956135,,"93",0.000429,"1",,msec,1/2,,0,"+","1997",,,,0
"35",92.94322,,"93",0.0004625,"1",152,msec,5/2,,,"-","1981",,,8,
"36",92.931147172,,"93",2.7e-06,"1",1.287,sec,1/2,-0.825999975204468,0,"+","1951",0.00400000018998981,,0.01,0
"37",92.922039334,,"93",8.406e-06,"1",5.84,sec,5/2,0.563679993152618,0.209999993443489,"-","1960",0.00063999998383224,,0.02,0.0599999986588955
"38",92.914024314,,"93",8.109e-06,"1",7.43,minute,"2",-0.317200005054474,0.239999994635582,"+","1959",0.000800000037997961,,0.03,0.0100000007078052
"39",92.909578434,,"93",1.1259e-05,"1",10.18,hour,1/2,-0.277999997138977,0,"-","1948",0.0020000000949949,,0.08,0
"40",92.906470661,,"93",4.89e-07,"1",1.61,Myear,5/2,,,"+","1950",,,0.05,
"41",92.90637317,100,"93",1.599e-06,"0",,,9/2,1.36955559253693,-0.319999992847443,"+","1932",0.000444444478489459,0,,0.0199999995529652
"42",92.906808772,,"93",1.93e-07,"1",4,kyear,5/2,,,"+","1946",,,0.8,
"43",92.910245147,,"93",1.086e-06,"1",2.75,hour,9/2,1.40444445610046,,"+","1948",0.0133333327248693,,0.05,
"44",92.917104442,,"93",2.216e-06,"1",59.7,sec,9/2,,,,"1972",,,0.6,
"45",92.925912778,,"93",2.821e-06,"1",13.9,sec,9/2,,,"+","1994",,,1.6,
"46",92.936680426,,"93",0.000397221,"1",1.17,sec,9/2,,,"+","1994",,,0.02,
"47",92.950188,,"93",0.00043,"1",228,nsec,9/2,,,"+","1994",,,16,
"34",93.96049,,"94",0.000537,"1",,msec,"0",0,0,"+","1997",0,,,0
"35",93.948846,,"94",0.000215,"1",70,msec,"2",,,"-","1981",,,20,
"36",93.934140452,,"94",1.3e-05,"1",212,msec,"0",0,0,"+","1972",0,,4,0
"37",93.926394819,,"94",2.177e-06,"1",2.702,sec,"3",0.499366670846939,0.200000002980232,,"1961",0.00059999997029081,,0.005,0.0700000002980232
"38",93.915355641,,"94",1.785e-06,"1",75.3,sec,"0",0,0,"+","1959",0,,0.2,0
"39",93.911592062,,"94",6.849e-06,"1",18.7,minute,"2",-0.119999997317791,-0.0299999993294477,"-","1948",0.00999999977648258,,0.1,0.0299999993294477
"40",93.906312523,17.38,"94",1.75e-07,"0",,,"0",0,0,"+","1924",0,0.04,,0
"41",93.907279001,,"94",1.6e-06,"1",20.4,kyear,"6",,,"+","1938",,,0.4,
"42",93.905083586,9.187,"94",1.51e-07,"0",,,"0",0,0,"+","1930",0,0.033,,0
"43",93.909652319,,"94",4.37e-06,"1",293,minute,"7",0.731428563594818,,"+","1948",0.00714285671710968,,1,
"44",93.91134286,,"94",3.374e-06,"1",51.8,minute,"0",0,0,"+","1952",0,,0.6,0
"45",93.92173045,,"94",3.627e-06,"1",70.6,sec,"4",,,"+","1979",,,0.6,
"46",93.929036286,,"94",4.602e-06,"1",9.1,sec,"0",0,0,"+","1982",0,,0.3,0
"47",93.943744,,"94",0.000429,"1",27,msec,"0",0,0,"+","1994",0,,2,0
"48",93.956586,,"94",0.000537,"1",,msec,"0",0,0,"+","2016",0,,,0
"34",94.9673,,"95",0.000537,"1",,msec,3/2,,,"+","2010",,,,
"35",94.952925,,"95",0.000322,"1",,msec,5/2,,,"-","1997",,,,
"36",94.939710922,,"95",2e-05,"1",114,msec,1/2,-0.819999992847443,0,,"1994",0.00600000005215406,,3,0
"37",94.929263849,,"95",2.1733e-05,"1",377.7,msec,5/2,0.533199965953827,0.259999990463257,"-","1967",0.00120000005699694,,0.8,0.0899999961256981
"38",94.919358282,,"95",6.237e-06,"1",23.9,sec,1/2,-1.07400000095367,0,"-","1961",0.00400000018998981,,0.14,0
"39",94.912819697,,"95",7.277e-06,"1",10.3,minute,1/2,-0.319999992847443,0,"-","1959",0.0599999986588955,,0.1,0
"40",94.908040276,,"95",9.33e-07,"1",64.032,day,5/2,0.451999992132187,0.219999998807907,"+","1946",0.00799999944865704,,0.006,0.0199999995529652
"41",94.90683111,,"95",5.45e-07,"1",34.991,day,9/2,1.36466658115387,,"+","1951",0.00111111113801599,,0.006,
"42",94.905837436,15.873,"95",1.32e-07,"0",,,5/2,-0.365280002355576,-0.0219999998807907,"+","1930",0.000119999996968545,0.03,,0.00100000004749745
"43",94.907652281,,"95",5.453e-06,"1",19.258,hour,9/2,1.32000005245209,,"+","1947",0.0133333327248693,,0.026,
"44",94.910404415,,"95",1.02e-05,"1",1.607,hour,5/2,0.344399988651276,,"+","1948",0.00280000013299286,,0.004,
"45",94.915897893,,"95",4.171e-06,"1",5.02,minute,9/2,,,,"1967",,,0.1,
"46",94.924888506,,"95",3.253e-06,"1",7.4,sec,9/2,,,"+","1980",,,0.4,
"47",94.935688,,"95",0.000429,"1",1.78,sec,9/2,,,"+","1994",,,0.06,
"48",94.949483,,"95",0.000607,"1",32,msec,9/2,,,"+","2011",,,3,
"35",95.95898,,"96",0.000322,"1",,msec,,,,,"1997",,,,
"36",95.943014473,,"96",2.0695e-05,"1",80,msec,"0",0,0,"+","1994",0,,8,0
"37",95.934133398,,"96",3.599e-06,"1",201.5,msec,"2",0.732749998569489,0.300000011920929,"+","1967",0.000849999953061342,,0.9,0.0899999961256981
"38",95.921719045,,"96",9.089e-06,"1",1.059,sec,"0",0,0,"+","1971",0,,0.008,0
"39",95.915909305,,"96",6.521e-06,"1",5.34,sec,"0",0,0,"-","1975",0,,0.05,0
"40",95.908277615,2.8,"96",1.22e-07,"1",23.4,Eyear,"0",0,0,"+","1934",0,0.02,1.7,0
"41",95.908101586,,"96",1.57e-07,"1",23.35,hour,"6",0.829166650772095,,"+","1949",0.000666666717734188,,0.05,
"42",95.90467477,16.673,"96",1.28e-07,"0",,,"0",0,0,"+","1930",0,0.008,,0
"43",95.907866675,,"96",5.524e-06,"1",4.28,day,"7",0.727142870426178,,"+","1947",0.00714285671710968,,0.07,
"44",95.90758891,5.54,"96",1.82e-07,"0",,,"0",0,0,"+","1931",0,0.14,,0
"45",95.914451705,,"96",1.0737e-05,"1",9.9,minute,"6",,,"+","1967",,,0.1,
"46",95.918213739,,"96",4.502e-06,"1",122,sec,"0",0,0,"+","1980",0,,2,0
"47",95.930743903,,"96",9.6708e-05,"1",4.45,sec,"8",,,,"1982",,,0.03,
"48",95.940341,,"96",0.00044,"1",1003,msec,"0",0,0,"+","2008",0,,47,0
"49",95.959109,,"96",0.000537,"1",,msec,,,,,"2016",,,,
"35",96.963499,,"97",0.000429,"1",,msec,5/2,,,"-","1997",,,,
"36",96.949088782,,"97",0.00014,"1",62.2,msec,3/2,,,"+","1997",,,3.2,
"37",96.937177117,,"97",2.052e-06,"1",169.1,msec,3/2,1.22666668891907,0.699999988079071,"-","1969",0.00133333343546838,,0.6,0
"38",96.926375621,,"97",3.633e-06,"1",432,msec,1/2,-0.995999991893768,0,"-","1978",0.00400000018998981,,4,0
"39",96.918286702,,"97",7.201e-06,"1",3.75,sec,1/2,-0.239999994635582,0,"-","1970",0.0199999995529652,,0.03,0
"40",96.910963802,,"97",1.3e-07,"1",16.749,hour,1/2,-1.87199997901917,0,"+","1951",0.0100000007078052,,0.008,0
"41",96.908101622,,"97",4.556e-06,"1",72.1,minute,9/2,1.36733329296112,,"+","1951",0.00111111113801599,,0.7,
"42",96.906016903,9.582,"97",1.76e-07,"0",,,5/2,-0.37296000123024,0.254999995231628,"+","1930",0.000119999996968545,0.015,,0.0130000002682209
"43",96.90636072,,"97",4.42e-06,"1",4.21,Myear,9/2,1.29333341121674,,"+","1946",0.0199999995529652,,0.16,
"44",96.907545776,,"97",2.965e-06,"1",2.837,day,5/2,0.31479999423027,,"+","1946",0.00320000015199184,,0.0014,
"45",96.911327872,,"97",3.8071e-05,"1",30.7,minute,9/2,,,"+","1955",,,0.6,
"46",96.916471985,,"97",5.2e-06,"1",3.1,minute,5/2,,,"+","1969",,,0.09,
"47",96.9238814,,"97",1.29e-05,"1",25.5,sec,9/2,1.36222219467163,,"+","1978",0.0266666654497385,,0.3,
"48",96.934799343,,"97",0.000451073,"1",1.16,sec,9/2,,,"+","1978",,,0.05,
"49",96.949125,,"97",0.00043,"1",36,msec,9/2,,,"+","2011",,,6,
"35",97.969887,,"98",0.000429,"1",,msec,,,,,"2010",,,,
"36",97.952635,,"98",0.000322,"1",42.8,msec,"0",0,0,"+","1997",0,,3.6,0
"37",97.941632317,,"98",1.7265e-05,"1",115,msec,"0",0,0,"-","1971",0,,6,0
"38",97.928692636,,"98",3.463e-06,"1",653,msec,"0",0,0,"+","1971",0,,2,0
"39",97.922394841,,"98",8.501e-06,"1",548,msec,"0",0,0,"-","1970",0,,2,0
"40",97.912740448,,"98",9.065e-06,"1",30.7,sec,"0",0,0,"+","1967",0,,0.4,0
"41",97.910332645,,"98",5.369e-06,"1",2.86,sec,"1",,,"+","1960",,,0.06,
"42",97.905403609,24.292,"98",1.86e-07,"0",,,"0",0,0,"+","1930",0,0.08,,0
"43",97.907211206,,"98",3.628e-06,"1",4.2,Myear,"6",,,"+","1955",,,0.3,
"44",97.905286709,1.87,"98",6.937e-06,"0",,,"0",0,0,"+","1944",0,0.03,,0
"45",97.910707734,,"98",1.2782e-05,"1",8.72,minute,"2",,,,"1955",,,0.12,
"46",97.912698335,,"98",5.09e-06,"1",17.7,minute,"0",0,0,"+","1955",0,,0.4,0
"47",97.92155997,,"98",3.5327e-05,"1",47.5,sec,"5",0.914000034332275,,,"1978",0.0140000004321337,,0.3,
"48",97.927389315,,"98",5.5605e-05,"1",9.29,sec,"0",0,0,"+","1978",0,,0.1,0
"49",97.942129,,"98",0.000327,"1",30,msec,"0",0,0,"+","1994",0,,1,0
"36",98.958776,,"99",0.000429,"1",40,msec,5/2,,,"-","1997",,,11,
"37",98.94511919,,"99",4.327e-06,"1",54,msec,3/2,,,"+","1971",,,4,
"38",98.932883604,,"99",5.085e-06,"1",269.2,msec,3/2,-0.174000009894371,0.759999990463257,"+","1975",0.0033333336468786,,1,0.0399999991059303
"39",98.924160839,,"99",7.101e-06,"1",1.484,sec,5/2,1.2720000743866,1.54999995231628,"+","1975",0.00799999944865704,,0.007,0.170000001788139
"40",98.916675081,,"99",1.1271e-05,"1",2.1,sec,1/2,-1.85800004005432,0,"+","1970",0.00800000037997961,,0.1,0
"41",98.911609377,,"99",1.2886e-05,"1",15,sec,9/2,1.32444441318512,-0.409999996423721,"+","1950",0.00666666636243463,,0.2,0.140000000596046
"42",98.907707299,,"99",2.45e-07,"1",65.932,hour,1/2,0.75,0,"+","1948",0.00600000005215406,,0.005,0
"43",98.906249681,,"99",9.74e-07,"1",211.1,kyear,9/2,1.26177775859833,-0.12899999320507,"+","1938",0.000444444478489459,,1.2,0.00600000005215406
"44",98.905930284,12.76,"99",3.68e-07,"0",,,5/2,-0.256399989128113,0.0790000036358833,"+","1931",0.0020000000949949,0.14,,0.00400000018998981
"45",98.908121241,,"99",2.0881e-05,"1",16.1,day,1/2,,0,"-","1952",,,0.2,0
"46",98.911773073,,"99",5.482e-06,"1",21.4,minute,5/2,,,,"1955",,,0.2,
"47",98.917645766,,"99",6.725e-06,"1",2.07,minute,9/2,1.29111111164093,,"+","1967",0.00666666636243463,,0.05,
"48",98.924925845,,"99",1.7e-06,"1",17,sec,5/2,,,"+","1978",,,1,
"49",98.93411,,"99",0.00032,"1",3.11,sec,9/2,,,"+","1994",,,0.06,
"50",98.948495,,"99",0.000625,"1",24,msec,9/2,,,"+","2011",,,4,
"36",99.962995,,"100",0.000429,"1",12,msec,"0",0,0,"+","1997",0,,8,0
"37",99.950331532,,"100",1.4089e-05,"1",51.3,msec,"4",,,"-","1978",,,1.6,
"38",99.93578327,,"100",7.426e-06,"1",202.1,msec,"0",0,0,"+","1978",0,,1.7,0
"39",99.927727678,,"100",1.2e-05,"1",940,msec,"4",0.6875,,,"1977",0.00249999994412065,,30,
"40",99.918010499,,"100",8.742e-06,"1",7.1,sec,"0",0,0,"+","1970",0,,0.4,0
"41",99.914340578,,"100",8.562e-06,"1",1.5,sec,"1",,,"+","1967",,,0.2,
"42",99.907467982,9.744,"100",3.22e-07,"1",7.07,Eyear,"0",0,0,"+","1930",0,0.065,0.14,0
"43",99.907652715,,"100",1.45e-06,"1",15.46,sec,"1",,,"+","1952",,,0.19,
"44",99.90421046,12.6,"100",3.67e-07,"0",,,"0",0,0,"+","1931",0,0.07,,0
"45",99.908114147,,"100",1.9458e-05,"1",20.8,hour,"1",,,"-","1948",,,0.1,
"46",99.908520438,,"100",1.8934e-05,"1",3.63,day,"0",0,0,"+","1948",0,,0.09,0
"47",99.916115443,,"100",5.367e-06,"1",2.01,minute,"5",0.873999953269958,,"+","1970",0.00600000005215406,,0.09,
"48",99.920348829,,"100",1.8e-06,"1",49.1,sec,"0",0,0,"+","1970",0,,0.5,0
"49",99.931101929,,"100",2.4e-06,"1",5.62,sec,"6",,,"+","1982",,,0.06,
"50",99.938648944,,"100",0.000257661,"1",1.18,sec,"0",0,0,"+","1994",0,,0.08,0
"36",100.969318,,"101",0.000537,"1",,msec,5/2,,,"+","2010",,,,
"37",100.954302,,"101",2.2e-05,"1",31.8,msec,3/2,,,"+","1992",,,3.3,
"38",100.940606264,,"101",9.103e-06,"1",113.7,msec,5/2,,,"-","1983",,,1.7,
"39",100.930160817,,"101",7.601e-06,"1",426,msec,5/2,1.28799998760223,1.52999997138977,"+","1983",0.00799999944865704,,20,0.170000001788139
"40",100.921458454,,"101",8.944e-06,"1",2.29,sec,3/2,-0.181333348155022,0.810000002384186,"+","1972",0.0053333337418735,,0.08,0.0599999986588955
"41",100.915306508,,"101",4.024e-06,"1",7.1,sec,5/2,1.27439999580383,1.04999995231628,"+","1970",0.000800000037997961,,0.3,0.0700000002980232
"42",100.910337648,,"101",3.31e-07,"1",14.61,minute,1/2,,0,"+","1941",,,0.03,0
"43",100.907305271,,"101",2.5768e-05,"1",14.22,minute,9/2,,,"+","1941",,,0.01,
"44",100.905573086,17.06,"101",4.43e-07,"0",,,5/2,-0.287200003862381,0.46000000834465,"+","1931",0.00240000011399388,0.02,,0.0199999995529652
"45",100.906158903,,"101",6.27e-06,"1",4.07,year,1/2,,0,"-","1948",,,0.05,0
"46",100.908284824,,"101",4.925e-06,"1",8.47,hour,5/2,0.263999998569489,,"+","1948",0.00799999944865704,,0.06,
"47",100.912683951,,"101",5.193e-06,"1",11.1,minute,9/2,1.24866664409637,0.349999994039536,"+","1966",0.00244444468989968,,0.3,0.0499999970197678
"48",100.918586209,,"101",1.6e-06,"1",1.36,minute,5/2,-0.358799993991852,-0.177000001072884,"+","1969",0.00015999999595806,,0.05,0.00700000021606684
"49",100.926414025,,"101",1.2519e-05,"1",15.1,sec,9/2,,,"+","1988",,,1.1,
"50",100.935259252,,"101",0.000322068,"1",2.22,sec,7/2,,,"+","1994",,,0.05,
"37",101.960008,,"102",8.9e-05,"1",37,msec,"4",,,"+","1995",,,4,
"38",101.944004679,,"102",7.2e-05,"1",69,msec,"0",0,0,"+","1986",0,,6,0
"39",101.934328471,,"102",4.381e-06,"1",360,msec,"5",,,"-","1980",,,40,
"40",101.923154181,,"102",9.401e-06,"1",2.01,sec,"0",0,0,"+","1970",0,,0.08,0
"41",101.918090447,,"102",2.695e-06,"1",4.3,sec,"4",,,"+","1972",,,0.4,
"42",101.910293725,,"102",8.916e-06,"1",11.3,minute,"0",0,0,"+","1954",0,,0.2,0
"43",101.909207239,,"102",9.84e-06,"1",5.28,sec,"1",,,"+","1954",,,0.15,
"44",101.904340312,31.55,"102",4.46e-07,"0",,,"0",0,0,"+","1931",0,0.14,,0
"45",101.906834282,,"102",6.88e-06,"1",207,day,"2",0.25,,"-","1941",0.200000002980232,,1.5,
"46",101.905632292,1.02,"102",4.49e-07,"0",,,"0",0,0,"+","1935",0,0.01,,0
"47",101.911704538,,"102",8.771e-06,"1",12.9,minute,"5",0.919999957084656,,"+","1960",0.140000000596046,,0.3,
"48",101.914481797,,"102",1.784e-06,"1",5.5,minute,"0",0,0,"+","1969",0,,0.5,0
"49",101.924105911,,"102",4.909e-06,"1",23.3,sec,"6",,,"+","1981",,,0.1,
"50",101.930289525,,"102",0.000107466,"1",3.8,sec,"0",0,0,"+","1994",0,,0.2,0
"51",101.945142,,"102",0.000429,"0",,,,,,,,,,,
"37",102.964401,,"103",0.000429,"1",26,msec,3/2,,,"+","2010",,,11,
"38",102.949243,,"103",0.000215,"1",53,msec,5/2,,,"+","1997",,,10,
"39",102.937243796,,"103",1.2029e-05,"1",239,msec,5/2,,,"+","1994",,,12,
"40",102.927204054,,"103",9.9e-06,"1",1.38,sec,5/2,,,"-","1987",,,0.07,
"41",102.919453416,,"103",4.224e-06,"1",1.34,sec,5/2,1.25319993495941,1.08000004291534,"+","1971",0.00160000007599592,,0.07,0.0899999961256981
"42",102.913091954,,"103",9.9e-06,"1",67.5,sec,3/2,-0.180000007152557,,"+","1963",0.0133333327248693,,1.5,
"43",102.90917396,,"103",1.0531e-05,"1",54.2,sec,5/2,,,"+","1957",,,0.8,
"44",102.906314846,,"103",4.73e-07,"1",39.245,day,3/2,0.137333333492279,0.620000004768372,"+","1945",0.0020000000949949,,0.008,0.0199999995529652
"45",102.905494081,100,"103",2.47e-06,"0",,,1/2,-0.176579996943474,0,"-","1934",5.99999984842725e-05,0,,0
"46",102.906111074,,"103",9.42e-07,"1",16.991,day,5/2,,,"+","1950",,,0.019,
"47",102.908960558,,"103",4.4e-06,"1",65.7,minute,7/2,1.26457142829895,0.839999973773956,"+","1954",0.000571428623516113,,0.7,0.0899999961256981
"48",102.913416922,,"103",1.943e-06,"1",7.3,minute,5/2,-0.339439988136292,-0.00700000021606684,"+","1960",0.00015999999595806,,0.1,0.00300000002607703
"49",102.91987883,,"103",9.64e-06,"1",60,sec,9/2,,,"+","1978",,,1,
"50",102.927973,,"103",0.000108,"1",7,sec,5/2,,,"+","1981",,,0.2,
"51",102.939162,,"103",0.000322,"0",,,5/2,,,"+","2010",,,,
"37",103.970531,,"104",0.000537,"1",,msec,,,,,"2018",,,,
"38",103.953022,,"104",0.000322,"1",50.6,msec,"0",0,0,"+","1997",0,,4.2,0
"39",103.941943,,"104",0.000215,"1",197,msec,"0",0,0,"+","1994",0,,4,0
"40",103.929449193,,"104",1e-05,"1",920,msec,"0",0,0,"+","1990",0,,28,0
"41",103.922907728,,"104",1.915e-06,"1",0.98,sec,"5",,,"-","1976",,,0.05,
"42",103.913747443,,"104",9.566e-06,"1",60,sec,"0",0,0,"+","1962",0,,2,0
"43",103.911433718,,"104",2.6716e-05,"1",18.3,minute,"3",,,"-","1956",,,0.3,
"44",103.905425312,18.62,"104",2.682e-06,"0",,,"0",0,0,"+","1931",0,0.27,,0
"45",103.906645309,,"104",2.471e-06,"1",42.3,sec,"1",,,"+","1939",,,0.4,
"46",103.904030393,11.14,"104",1.434e-06,"0",,,"0",0,0,"+","1935",0,0.08,,0
"47",103.908623715,,"104",4.527e-06,"1",69.2,minute,"5",0.782800018787384,1.05999994277954,"+","1955",0.000600000028498471,,1,0.109999999403954
"48",103.909856228,,"104",1.795e-06,"1",57.7,minute,"0",0,0,"+","1955",0,,1,0
"49",103.918214538,,"104",6.2e-06,"1",1.8,minute,"5",0.885999977588654,0.629999995231628,"+","1977",0.00399999972432852,,0.03,0.0999999940395355
"50",103.923105195,,"104",6.167e-06,"1",20.8,sec,"0",0,0,"+","1985",0,,0.5,0
"51",103.936344,,"104",0.000109,"1",470,msec,,,,,"1995",,,130,
"52",103.946723408,,"104",0.000340967,"1",,nsec,"0",0,0,"+","2018",0,,,0
"38",104.959001,,"105",0.000537,"1",39,msec,5/2,,,"+","1997",,,5,
"39",104.945711,,"105",0.000429,"1",95,msec,5/2,,,"+","1994",,,9,
"40",104.934021832,,"105",1.3e-05,"1",670,msec,1/2,,0,"+","1992",,,28,0
"41",104.924942577,,"105",4.324e-06,"1",2.91,sec,5/2,,,"+","1984",,,0.05,
"42",104.916981989,,"105",9.721e-06,"1",36.3,sec,5/2,-0.219999998807907,,"-","1962",0.00799999944865704,,0.8,
"43",104.911662024,,"105",3.7856e-05,"1",7.64,minute,3/2,,,"-","1955",,,0.06,
"44",104.907745478,,"105",2.683e-06,"1",4.439,hour,3/2,0.200000002980232,,"+","1945",0.133333340287209,,0.011,
"45",104.905687787,,"105",2.685e-06,"1",35.341,hour,7/2,1.25999999046326,,"+","1945",0.0142857134342194,,0.019,
"46",104.905079479,22.33,"105",1.222e-06,"0",,,5/2,-0.2567999958992,0.660000026226044,"+","1935",0.00120000005699694,0.08,,0.0110000008717179
"47",104.906525604,,"105",4.877e-06,"1",41.29,day,1/2,0.202600002288818,0,"-","1939",0.00199999986216426,,0.07,0
"48",104.909463893,,"105",1.494e-06,"1",55.5,minute,5/2,-0.295280009508133,0.377000004053116,"+","1950",0.00015999999595806,,0.4,0.0150000005960464
"49",104.914502322,,"105",1.1e-05,"1",5.07,minute,9/2,1.2593332529068,0.790000021457672,"+","1975",0.00111111113801599,,0.07,0.0499999970197678
"50",104.921268421,,"105",4.263e-06,"1",32.7,sec,5/2,,,"+","1981",,,0.5,
"51",104.931276547,,"105",2.3431e-05,"1",1.12,sec,5/2,,,"+","1994",,,0.16,
"52",104.943304516,,"105",0.000322084,"1",633,nsec,7/2,,,"+","2006",,,66,
"38",105.963177,,"106",0.000644,"1",21,msec,"0",0,0,"+","2010",0,,8,0
"39",105.950842,,"106",0.000537,"1",75,msec,"2",,,"+","1997",,,6,
"40",105.93693,,"106",0.000215,"1",179,msec,"0",0,0,"+","1994",0,,6,0
"41",105.928928505,,"106",1.52e-06,"1",900,msec,"1",,,"-","1976",,,20,
"42",105.918273231,,"106",9.801e-06,"1",8.73,sec,"0",0,0,"+","1969",0,,0.12,0
"43",105.914356674,,"106",1.315e-05,"1",35.6,sec,"1",,,,"1965",,,0.6,
"44",105.907328181,,"106",5.787e-06,"1",371.8,day,"0",0,0,"+","1948",0,,1.8,0
"45",105.907285879,,"106",5.786e-06,"1",30.07,sec,"1",2.54999995231628,,"+","1947",0.0299999993294477,,0.35,
"46",105.903480287,27.33,"106",1.186e-06,"0",,,"0",0,0,"+","1935",0,0.03,,0
"47",105.906663499,,"106",3.237e-06,"1",23.96,minute,"1",2.79999995231628,,"+","1937",0.200000002980232,,0.04,
"48",105.906459791,1.245,"106",1.184e-06,"0",,,"0",0,0,"+","1935",0,0.022,,0
"49",105.913463596,,"106",1.3125e-05,"1",6.2,minute,"7",0.701142847537994,0.920000016689301,"+","1962",0.00100000004749745,,0.1,0.0599999986588955
"50",105.916957394,,"106",5.465e-06,"1",1.92,minute,"0",0,0,"+","1975",0,,0.08,0
"51",105.928637979,,"106",8e-06,"1",600,msec,"2",,,"+","1981",,,200,
"52",105.937498521,,"106",0.000107934,"1",78,usec,"0",0,0,"+","1981",0,,11,0
"53",105.953516,,"106",0.000429,"0",,,,,,,,,,,
"38",106.969672,,"107",0.000751,"1",,msec,1/2,,0,"+","2010",,,,0
"39",106.954943,,"107",0.000537,"1",33.5,msec,5/2,,,"+","1997",,,0.3,
"40",106.942007,,"107",0.000322,"1",145.7,msec,5/2,,,"+","1994",,,2.4,
"41",106.931589685,,"107",8.612e-06,"1",286,msec,5/2,,,"+","1992",,,8,
"42",106.92211977,,"107",9.901e-06,"1",3.5,sec,1/2,,0,"+","1972",,,0.5,0
"43",106.915458437,,"107",9.31e-06,"1",21.2,sec,3/2,,,"-","1965",,,0.2,
"44",106.909969837,,"107",9.31e-06,"1",3.75,minute,5/2,,,,"1951",,,0.05,
