isotope_id,mode,relation,intensity,is_allowed_not_observed,is_observed_intensity_unknown
"2631",B-, ,,"1",
"2632",B-,=,100,,
"2633",2B-, ,,"1",
"2633",A, ,,"1",
"2634",B-,=,95.24,,
"2634",EC,=,4.76,,
"2635",A, ,,"1",
"2636",B+,=,100,,
"2637",EC,=,100,,
"2637",A, ,,"1",
"2638",B+,=,100,,
"2639",B+,~,100,,
"2639",A,=,0.0059,,
"2640",B+,=,88,,
"2640",A,=,12,,
"2641",A,~,100,,
"2641",B+, ,,"1",
"2642",A,=,100,,
"2642",B+, ,,"1",
"2642",B+SF,<,0.51,,
"2643",B-, ,,"1",
"2643",B-n, ,,"1",
"2644",B-, ,,"1",
"2645",B-, ,,"1",
"2646",B-,=,100,,
"2648",EC,=,100,,
"2649",B+,=,100,,
"2649",A, ,,"1",
"2650",B+,=,100,,
"2651",B+,=,100,,
"2652",B+,=,,,"1"
"2653",B+,=,96.5,,
"2653",A,=,3.5,,
"2654",A,~,100,,
"2654",B+, ,,"1",
"2655",A,~,100,,
"2656",A,~,100,,
"2657",B-, ,,"1",
"2657",B-n, ,,"1",
"2658",B-, ,,"1",
"2659",B-,=,100,,
"2660",B-,=,100,,
"2661",B-,=,100,,
"2663",B+,=,100,,
"2664",EC,=,100,,
"2665",B+,=,100,,
"2665",A, ,,"1",
"2666",B+,=,100,,
"2666",A,=,7.3,,
"2667",B+,~,100,,
"2667",A,=,0.46,,
"2668",A,~,100,,
"2668",B+, ,,"1",
"2669",A,~,100,,
"2669",B+,=,8.3,,
"2669",B+SF,=,0.032,,
"2670",A,~,100,,
"2670",B+, ,,"1",
"2671",B-, ,,"1",
"2672",B-,=,100,,
"2673",B-,=,100,,
"2674",B-,=,100,,
"2675",A, ,,"1",
"2676",EC,=,100,,
"2677",B+,=,100,,
"2678",B+,=,100,,
"2679",B+,=,100,,
"2680",B+,~,100,,
"2680",A,=,0.03,,
"2681",A,=,94,,
"2681",B+, ,,"1",
"2682",A,~,100,,
"2682",B+, ,,"1",
"2683",A,=,100,,
"2684",B-, ,,"1",
"2685",B-, ,,"1",
"2686",B-,=,100,,
"2687",B-,=,100,,
"2689",B+,=,93,,
"2689",B-,=,7,,
"2690",2B+, ,,"1",
"2691",B+,=,100,,
"2692",B+,=,100,,
"2692",A,<,3,,
"2693",B+,~,100,,
"2693",A,=,0.00115,,
"2694",A,=,94,,
"2694",B+, ,,"1",
"2695",A,=,97.5,,
"2695",B+, ,,"1",
"2695",B+SF,=,0.009,,
"2696",A,~,100,,
"2696",B+, ,,"1",
"2697",B-, ,,"1",
"2698",B-, ,,"1",
"2699",B-,=,100,,
"2700",B-,=,100,,
"2701",B-,=,100,,
"2703",EC,=,100,,
"2704",B+,=,100,,
"2705",B+,=,100,,
"2706",B+,=,100,,
"2706",A, ,,"1",
"2707",B+, ,,"1",
"2707",A,=,44,,
"2708",A,=,96.1,,
"2708",B+,=,3.9,,
"2709",A,~,100,,
"2709",B+, ,,"1",
"2710",A,~,100,,
"2711",B-, ,,"1",
"2711",B-n, ,,"1",
"2712",B-,=,100,,
"2713",B-,=,100,,
"2714",2B-, ,,"1",
"2714",A, ,,"1",
"2715",B-,=,100,,
"2717",B+,=,100,,
"2718",B+,=,100,,
"2719",B+,=,100,,
"2720",A,=,57,,
"2720",B+,=,43,,
"2721",A,~,97,,
"2721",B+, ,,"1",
"2722",A,=,93,,
"2722",B+, ,,"1",
"2723",A,~,100,,
"2724",B-, ,,"1",
"2725",B-,=,100,,
"2726",B-,=,100,,
"2727",B-,=,100,,
"2728",B-,=,100,,
"2730",B+,=,100,,
"2731",B+,=,100,,
"2732",B+,=,100,,
"2733",B+,=,92.5,,
"2733",A,=,7.5,,
"2734",A,=,89,,
"2734",B+, ,,"1",
"2735",A,~,100,,
"2735",B+, ,,"1",
"2736",A,~,100,,
"2736",B+, ,,"1",
"2737",B-,=,100,,
"2738",B-,=,100,,
"2738",B-n, ,,"1",
"2739",B-,=,100,,
"2740",B-,=,100,,
"2742",B+,=,100,,
"2743",EC,=,100,,
"2744",B+,=,100,,
"2745",B+,=,88.9,,
"2745",A,=,11.1,,
"2746",A,=,52,,
"2746",B+,=,48,,
"2747",A,=,92,,
"2747",B+, ,,"1",
"2748",A,=,100,,
"2748",B+, ,,"1",
"2748",B+SF, ,,"1",
"2749",B-, ,,"1",
"2750",B-,=,100,,
"2751",B-,=,100,,
"2752",B-,=,100,,
"2754",EC,=,100,,
"2755",B+,=,100,,
"2756",B+,=,100,,
"2757",B+,=,98.87,,
"2757",A,=,1.13,,
"2758",A,=,71,,
"2758",B+,=,29,,
"2759",A,=,,,"1"
"2759",B+, ,,"1",
"2760",A,~,100,,
"2760",B+, ,,"1",
"2761",A,=,100,,
"2762",B-, ,,"1",
"2763",B-,=,100,,
"2764",B-,=,100,,
"2765",B-,=,100,,
"2767",EC,=,100,,
"2768",EC,=,100,,
"2769",B+,=,100,,
"2769",A,<,1,,
"2770",B+,=,98.08,,
"2770",A,=,1.92,,
"2771",B+,=,88,,
"2771",A,=,12,,
"2772",A,=,78,,
"2772",B+, ,,"1",
"2773",A,~,100,,
"2773",B+, ,,"1",
"2774",A,=,100,,
"2775",B-, ,,"1",
"2775",B-n, ,,"1",
"2776",B-, ,,"1",
"2777",B-,=,100,,
"2778",B-,=,100,,
"2779",B-,=,100,,
"2781",EC,=,100,,
"2782",B+,=,100,,
"2783",B+,=,99.89,,
"2783",A,=,0.11,,
"2784",B+,=,69,,
"2784",A,=,31,,
"2785",A,=,66,,
"2785",B+,=,34,,
"2786",A,~,100,,
"2786",B+, ,,"1",
"2787",A,~,100,,
"2787",B+, ,,"1",
"2788",B-, ,,"1",
"2788",B-n, ,,"1",
"2789",B-,=,100,,
"2790",B-,=,100,,
"2791",2B-, ,,"1",
"2792",B-,=,97.08,,
"2792",EC+B+,=,2.92,,
"2793",A, ,,"1",
"2794",B+,=,100,,
"2795",B+,=,99.33,,
"2795",A,=,0.67,,
"2796",B+,=,96.2,,
"2796",A,=,3.8,,
"2797",A,=,72.4,,
"2797",B+, ,,"1",
"2798",A,=,96,,
"2798",B+, ,,"1",
"2799",A,~,100,,
"2799",B+, ,,"1",
"2800",B-, ,,"1",
"2800",B-n, ,,"1",
"2801",B-, ,,"1",
"2802",B-,=,100,,
"2803",B-,=,100,,
"2805",EC,=,100,,
"2806",B+,=,100,,
"2807",B+,=,99.96,,
"2807",A,=,0.04,,
"2808",B+,=,90,,
"2808",A,=,10,,
"2809",B+,=,75.4,,
"2809",A,=,24.6,,
"2810",A,=,98.5,,
"2810",B+,=,1.5,,
"2811",A,~,100,,
"2811",B+, ,,"1",
"2812",A,~,100,,
"2812",B+, ,,"1",
"2813",B-, ,,"1",
"2813",B-n, ,,"1",
"2814",B-,=,100,,
"2815",B-,=,100,,
"2816",B-,=,100,,
"2817",A, ,,"1",
"2818",B+,=,100,,
"2819",B+,=,94.55,,
"2819",A,=,5.45,,
"2820",B+,=,99.1,,
"2820",A,=,0.9,,
"2821",A,=,62,,
"2821",B+,=,38,,
"2822",A,=,88.4,,
"2822",B+,=,11.6,,
"2823",A,~,100,,
"2823",B+, ,,"1",
"2824",A,~,100,,
"2824",B+, ,,"1",
"2825",B-, ,,"1",
"2825",B-n, ,,"1",
"2826",B-, ,,"1",
"2826",B-n, ,,"1",
"2827",B-,=,100,,
"2828",B-,=,100,,
"2829",A, ,,"1",
"2830",B+,=,100,,
"2831",B+,~,100,,
"2831",A,=,0.021,,
"2832",B+,~,90,,
"2832",A,~,10,,
"2833",B+,=,79,,
"2833",A,=,21,,
"2834",A,=,95,,
"2834",B+, ,,"1",
"2835",A,~,86,,
"2835",B+, ,,"1",
"2836",A,~,100,,
"2837",B-, ,,"1",
"2837",B-n, ,,"1",
"2838",B-, ,,"1",
"2838",B-n, ,,"1",
"2839",B-,=,100,,
"2840",B-,=,100,,
"2841",A, ,,"1",
"2842",B+,=,100,,
"2843",A,~,100,,
"2843",B+,=,0.0042,,
"2844",B+,=,99.45,,
"2844",A,=,0.55,,
"2845",A,=,62,,
"2845",B+,=,38,,
"2846",A,=,89,,
"2846",B+,=,11,,
"2847",A,=,87,,
"2847",B+, ,,"1",
"2848",A,~,100,,
"2848",B+, ,,"1",
"2849",A,~,100,,
"2850",B-, ,,"1",
"2850",B-n, ,,"1",
"2851",B-,=,100,,
"2851",B-n, ,,"1",
"2852",B-,=,100,,
"2852",B-n, ,,"1",
"2853",B-,=,100,,
"2854",A,=,100,,
"2855",A,=,99.546,,
"2855",B+,=,0.454,,
"2856",B+,=,96.1,,
"2856",A,=,3.9,,
"2857",B+,=,83,,
"2857",A,=,17,,
"2858",A,=,89,,
"2858",B+,=,11,,
"2859",A,~,100,,
"2859",B+, ,,"1",
"2860",A,~,100,,
"2860",B+, ,,"1",
"2861",A, ,,"1",
"2861",B+, ,,"1",
"2862",B-, ,,"1",
"2862",B-n, ,,"1",
"2863",B-,=,100,,
"2863",B-n,=,2.2,,
"2864",B-,=,100,,
"2864",B-n,=,0.009,,
"2865",B-,=,100,,
"2865",A,=,1.9,,
"2866",B-,=,100,,
"2866",A,=,13.2,,
"2867",A,=,100,,
"2868",B+,=,99.825,,
"2868",A,=,0.175,,
"2869",A,=,96,,
"2869",B+, ,,"1",
"2870",A,=,71,,
"2870",B+, ,,"1",
"2871",A,~,100,,
"2871",B+, ,,"1",
"2872",A,~,100,,
"2872",B+, ,,"1",
"2873",A,~,100,,
"2873",B+, ,,"1",
"2874",B-,=,100,,
"2874",B-n,=,6.3,,
"2875",B-,=,100,,
"2875",B-n,=,2.2,,
"2876",B-,=,100,,
"2877",A,~,100,,
"2877",B-,=,0.276,,
"2878",A,=,100,,
"2879",EC,=,58.2,,
"2879",A,=,41.8,,
"2880",B+,=,72.6,,
"2880",A,=,27.4,,
"2881",A,=,87,,
"2881",B+,=,13,,
"2882",A,~,100,,
"2882",B+, ,,"1",
"2883",A,~,100,,
"2883",B+, ,,"1",
"2884",A,~,100,,
"2884",B+, ,,"1",
"2885",A,~,100,,
"2885",B+, ,,"1",
"2885",p, ,,"1",
"2886",B-, ,,"1",
"2886",B-n, ,,"1",
"2887",B-,=,100,,
"2887",B-n,=,1.8,,
"2888",B-,=,100,,
"2889",B-,=,64.06,,
"2889",A,=,35.94,,
"2889",B-A,~,0.014,,
"2890",A,=,100,,
"2891",A,~,100,,
"2891",B+, ,,"1",
"2891",B-, ,,"1",
"2892",A,=,100,,
"2893",B+,=,57,,
"2893",A,=,43,,
"2894",A,=,,,"1"
"2894",B+, ,,"1",
"2895",A,~,100,,
"2895",B+, ,,"1",
"2896",A,~,100,,
"2896",B+, ,,"1",
"2897",A,=,100,,
"2898",B-, ,,"1",
"2898",B-n, ,,"1",
"2899",B-,=,100,,
"2899",B-n,=,7.6,,
"2900",B-,=,100,,
"2901",B-,=,97.91,,
"2901",A,=,2.09,,
"2902",A,=,100,,
"2903",A,=,100,,
"2904",A,=,100,,
"2905",A,=,99.44,,
"2905",B+,=,0.56,,
"2906",A,=,87,,
"2906",B+,=,13,,
"2907",A,~,100,,
"2907",B+, ,,"1",
"2908",A,~,100,,
"2908",B+, ,,"1",
"2909",A,=,100,,
"2910",B-, ,,"1",
"2910",B-n, ,,"1",
"2911",B-,=,100,,
"2911",B-n,=,34,,
"2912",B-,=,100,,
"2913",B-,=,99.979,,
"2913",A,=,0.021,,
"2913",B-A,~,0.003,,
"2914",A,=,100,,
"2915",A,=,100,,
"2916",A,=,100,,
"2917",A,=,100,,
"2918",A,=,99.941,,
"2918",B+,=,0.059,,
"2919",A,=,93,,
"2919",B+,=,7,,
"2920",A,~,100,,
"2920",B+, ,,"1",
"2921",A,~,100,,
"2922",B-, ,,"1",
"2922",B-n, ,,"1",
"2923",B-,=,100,,
"2923",B-n,=,4.6,,
"2924",B-,=,100,,
"2925",B-,=,100,,
"2926",A,=,100,,
"2926",B-,=,2.3,,
"2927",A,=,100,,
"2928",A,=,100,,
"2929",A,=,100,,
"2930",A,=,100,,
"2931",A,~,100,,
"2931",B+,=,0.09,,
"2932",A,=,100,,
"2933",A,=,100,,
"2934",A,=,,,"1"
"2934",B+, ,,"1",
"2935",B-, ,,"1",
"2935",B-n, ,,"1",
"2936",B-,=,100,,
"2936",B-n,<,11.5,,
"2937",B-,=,100,,
"2938",B-,=,100,,
"2939",A,=,100,,
"2939",2B-, ,,"1",
"2940",A,~,100,,
"2940",B-, ,,"1",
"2940",EC, ,,"1",
"2941",A,=,100,,
"2942",A,=,100,,
"2942",B+, ,,"1",
"2943",A,=,100,,
"2943",EC,<,1,,
"2944",A,=,100,,
"2944",B+, ,,"1",
"2945",A,~,100,,
"2945",B+, ,,"1",
"2946",A,~,100,,
"2946",B+, ,,"1",
"2947",A,=,100,,
"2948",B-, ,,"1",
"2948",B-n, ,,"1",
"2949",B-,=,100,,
"2950",B-,=,100,,
"2951",A,=,97.5,,
"2951",B-,=,2.5,,
"2952",A,=,99.992,,
"2952",B-,=,0.008,,
"2953",A,=,100,,
"2954",A,=,100,,
"2955",A,=,100,,
"2956",A,~,100,,
"2956",B+, ,,"1",
"2957",A,=,100,,
"2958",A,=,100,,
"2958",B-, ,,"1",
"2959",A,~,100,,
"2959",B-, ,,"1",
"2960",B-, ,,"1",
"2960",B-n, ,,"1",
"2961",B-,=,100,,
"2962",B-,=,100,,
"2963",A,=,99.98,,
"2963",B-,=,0.02,,
"2964",A,~,100,,
"2964",B-, ,,"1",
"2965",A,=,100,,
"2966",A,=,100,,
"2967",A,=,100,,
"2968",A,=,100,,
"2969",A,=,100,,
"2970",A,=,100,,
"2971",A,=,100,,
"2972",B-, ,,"1",
"2973",B-,=,100,,
"2973",B-n, ,,"1",
"2974",B-,=,71.8,,
"2974",A,=,28.2,,
"2975",A,=,93.6,,
"2975",B-,=,6.4,,
"2976",A,=,100,,
"2977",A,=,100,,
"2978",A,=,100,,
"2979",A,=,100,,
"2979",B+, ,,"1",
"2980",A,=,100,,
"2980",B+, ,,"1",
"2981",A,=,100,,
"2981",B+, ,,"1",
"2982",A,=,100,,
"2982",B+, ,,"1",
"2983",A,=,100,,
"2984",B-, ,,"1",
"2985",B-,=,100,,
"2985",B-n, ,,"1",
"2986",B-, ,,"1",
"2987",B-,=,92,,
"2987",A,=,8,,
"2988",A,=,100,,
"2988",2B-, ,,"1",
"2989",A,~,100,,
"2989",B-,=,0.35,,
"2990",A,=,100,,
"2991",A,=,100,,
"2991",B+, ,,"1",
"2992",A,=,100,,
"2992",EC, ,,"1",
"2993",A,=,100,,
"2993",B+, ,,"1",
"2994",A, ,,"1",
"2994",B+, ,,"1",
"2995",A,=,100,,
"2996",B-, ,,"1",
"2996",B-n, ,,"1",
"2997",B-,=,100,,
"2998",B-,=,100,,
"2999",B-,=,78,,
"2999",A,=,22,,
"3000",A,~,100,,
"3000",B-,=,0.0048,,
"3000",14C,=,8.8,,
"3001",A,=,100,,
"3001",14C,=,1.2,,
"3002",A,=,100,,
"3003",A,=,100,,
"3004",A,=,100,,
"3005",A,~,100,,
"3005",B+, ,,"1",
"3006",A, ,,"1",
"3007",A, ,,"1",
"3007",SF, ,,"1",
"3008",B-, ,,"1",
"3008",B-n, ,,"1",
"3009",B-,=,100,,
"3010",B-,=,100,,
"3011",A,=,100,,
"3012",B-,=,100,,
"3013",A,=,100,,
"3013",14C,=,3,,
"3014",A,=,99,,
"3014",B+,=,1,,
"3015",A,=,100,,
"3015",EC, ,,"1",
"3016",A,=,100,,
"3017",A,=,100,,
"3017",B+, ,,"1",
"3018",A,=,100,,
"3019",A, ,,"1",
"3019",SF, ,,"1",
"3020",B-, ,,"1",
"3020",B-n, ,,"1",
"3021",B-, ,,"1",
"3022",B-,~,100,,
"3022",A, ,,"1",
"3023",B-,=,100,,
"3023",A, ,,"1",
"3024",B-,~,100,,
"3024",A,=,0.006,,
"3025",A,=,100,,
"3025",14C,=,8.9,,
"3026",A,~,99,,
"3026",EC, ,,"1",
"3027",A,=,100,,
"3028",A,=,100,,
"3028",B+, ,,"1",
"3029",A,=,100,,
"3029",B+, ,,"1",
"3030",A,=,100,,
"3031",A, ,,"1",
"3031",SF, ,,"1",
"3032",A,~,100,,
"3032",B+, ,,"1",
"3033",B-, ,,"1",
"3033",B-n, ,,"1",
"3034",B-, ,,"1",
"3035",B-,=,100,,
"3036",B-,=,100,,
"3037",B-,=,100,,
"3038",A,=,100,,
"3038",14C,=,4,,
"3039",B+,=,90.5,,
"3039",A,=,9.5,,
"3039",B-, ,,"1",
"3040",A,=,100,,
"3040",2B+, ,,"1",
"3041",A,~,100,,
"3041",B+, ,,"1",
"3042",A,=,100,,
"3042",B+, ,,"1",
"3043",A,=,100,,
"3044",A, ,,"1",
"3044",SF, ,,"1",
"3045",A, ,,"1",
"3045",SF, ,,"1",
"3046",B-, ,,"1",
"3047",B-, ,,"1",
"3047",B-n, ,,"1",
"3048",B-,=,100,,
"3049",B-,=,100,,
"3050",B-,=,100,,
"3051",A,=,100,,
"3051",14C,=,5.3,,
"3052",A,~,90,,
"3052",EC, ,,"1",
"3053",A,=,100,,
"3054",A,=,100,,
"3055",A,=,100,,
"3055",B+, ,,"1",
"3056",A, ,,"1",
"3056",SF, ,,"1",
"3057",A, ,,"1",
"3057",SF, ,,"1",
"3058",B-, ,,"1",
"3059",B-, ,,"1",
"3059",B-n, ,,"1",
"3060",B-,=,100,,
"3061",B-,=,100,,
"3062",A,=,100,,
"3062",14C,=,2.6,,
"3062",2B-, ,,"1",
"3063",B-,=,83,,
"3063",EC,=,17,,
"3063",A,=,0.006,,
"3064",A,=,100,,
"3064",18O,<,3.2,,
"3065",A,=,74,,
"3065",B+,=,26,,
"3066",A,=,100,,
"3067",A,=,100,,
"3067",B+, ,,"1",
"3068",A, ,,"1",
"3068",SF, ,,"1",
"3069",A, ,,"1",
"3069",SF, ,,"1",
"3070",B-, ,,"1",
"3071",B-, ,,"1",
"3071",B-n, ,,"1",
"3072",B-,=,100,,
"3073",B-,=,100,,
"3074",B-,=,100,,
"3075",B-,=,98.62,,
"3075",A,=,1.38,,
"3076",A,=,100,,
"3077",A,=,85,,
"3077",EC,=,15,,
"3078",A,=,100,,
"3078",B+, ,,"1",
"3079",A,~,100,,
"3079",B+, ,,"1",
"3080",A, ,,"1",
"3081",A, ,,"1",
"3081",SF, ,,"1",
"3082",B-, ,,"1",
"3082",B-n, ,,"1",
"3083",B-,=,100,,
"3084",B-,=,100,,
"3085",B-,=,100,,
"3086",B-,=,100,,
"3087",A,=,100,,
"3087",20O,=,1.13,,
"3088",B+,=,98.15,,
"3088",A,=,1.85,,
"3089",A,=,97.5,,
"3089",EC,=,2.5,,
"3090",EC,=,59,,
"3090",A,=,41,,
"3090",B+SF,=,0.012,,
"3091",A,~,100,,
"3091",B+, ,,"1",
"3092",A, ,,"1",
"3092",SF, ,,"1",
"3093",B-, ,,"1",
"3093",B-n, ,,"1",
"3094",B-,=,100,,
"3095",B-,=,100,,
"3096",B-,=,100,,
"3097",B-,=,100,,
"3098",A,=,100,,
"3099",EC,=,99.51,,
"3099",A,=,0.49,,
"3100",B+,~,80,,
"3100",A,~,20,,
"3101",A,=,68,,
"3101",B+, ,,"1",
"3102",A,~,50,,
"3102",B+,~,50,,
"3102",SF,<,7,,
"3103",A,~,100,,
"3103",B+, ,,"1",
"3104",B-, ,,"1",
"3105",B-,=,100,,
"3106",B-,=,100,,
"3107",B-,=,100,,
"3107",B-SF,=,1.2,,
"3108",A,=,100,,
"3108",SF,<,4,,
"3108",24Ne,=,5.8,,
"3109",B+,=,92.2,,
"3109",B-,=,7.8,,
"3109",A,=,0.0032,,
"3110",A,=,100,,
"3110",22Ne,=,4.8,,
"3110",SF, ,,"1",
"3111",B+,<,97,,
"3111",A,>,3,,
"3112",A,~,100,,
"3112",B+, ,,"1",
"3113",B+,~,100,,
"3113",B+SF,>,30,,
"3114",B-, ,,"1",
"3115",B-,=,100,,
"3116",B-,=,100,,
"3117",B-,=,100,,
"3118",B-,=,100,,
"3119",A,=,100,,
"3119",SF,<,3,,
"3119",24Ne,=,13.4,,
"3119",23F,=,9.9,,
"3120",EC,~,100,,
"3120",A,=,0.004,,
"3121",B+,=,98,,
"3121",A,=,2,,
"3122",B+, ,,"1",
"3122",A,=,13,,
"3123",B+, ,,"1",
"3123",A, ,,"1",
"3124",B+, ,,"1",
"3124",A, ,,"1",
"3125",B-,=,100,,
"3125",B-SF, ,,"1",
"3126",B-,=,100,,
"3127",B-,=,100,,
"3128",A,=,100,,
"3128",SF,=,1.1,,
"3128",26Ne,<,2.78,,
"3128",2B-, ,,"1",
"3129",B-,~,100,,
"3129",EC, ,,"1",
"3130",A,=,100,,
"3130",24Ne,=,8.9,,
"3130",SF,=,2.7,,
"3130",28Mg,<,5,,
"3131",B+,~,100,,
"3131",A, ,,"1",
"3132",EC,=,,,"1"
"3132",A,<,20,,
"3133",B+,~,97,,
"3133",A, ,,"1",
"3133",B+SF,=,0.069,,
"3134",B+, ,,"1",
"3134",A, ,,"1",
"3135",B-,=,100,,
"3135",B-n, ,,"1",
"3136",B-,=,100,,
"3137",B-,=,100,,
"3138",B-,=,100,,
"3139",B-,=,100,,
"3140",A,=,100,,
"3140",SF,<,6,,
"3140",24Ne,=,7.2,,
"3140",28Mg,<,1.3,,
"3141",B+,~,100,,
"3141",A,~,0.0007,,
"3142",B+,~,100,,
"3142",A,=,0.12,,
"3143",B+, ,,"1",
"3143",A,=,4.5,,
"3144",A,=,20,,
"3144",B+,=,80,,
"3145",A,~,82,,
"3145",B+, ,,"1",
"3146",B-,=,100,,
"3146",B-SF, ,,"1",
"3147",B-,=,100,,
"3148",B-,=,100,,
"3148",A, ,,"1",
"3149",B-,=,100,,
"3150",A,=,100,,
"3150",SF,=,1.64,,
"3150",28Mg,=,1.4,,
"3150",26Ne,=,9,,
"3151",B+,=,100,,
"3152",EC,~,94,,
"3152",A,~,6,,
"3153",B+,~,100,,
"3153",A,=,0.039,,
"3153",B+SF,=,0.0066,,
"3154",B+,~,71,,
"3154",A,~,27,,
"3154",SF,~,2,,
"3155",A,>,80,,
"3155",B+,<,20,,
"3156",B-, ,,"1",
"3157",B-,=,100,,
"3158",B-,=,100,,
"3159",B-,=,100,,
"3160",A,=,100,,
"3160",SF,=,7,,
"3160",20Ne,=,8,,
"3160",25Ne,~,8,,
"3160",28Mg,=,8,,
"3161",EC,=,99.9974,,
"3161",A,=,0.0026,,
"3162",B+,=,99.9972,,
"3162",A,=,0.0028,,
"3163",B+,=,99.6,,
"3163",A,=,0.4,,
"3164",B+, ,,"1",
"3164",A,=,4,,
"3165",B+, ,,"1",
"3165",A, ,,"1",
"3166",B-,=,100,,
"3167",B-,=,100,,
"3168",B-,=,100,,
"3168",B-SF,=,6,,
"3169",A,=,100,,
"3169",SF,=,9.4,,
"3170",EC,=,86.3,,
"3170",B-,=,13.5,,
"3170",A,=,0.16,,
"3171",A,=,100,,
"3171",SF,=,1.9,,
"3171",28Mg,=,2,,
"3171",2B+, ,,"1",
"3172",B+,~,100,,
"3172",A,=,4,,
"3173",B+,=,82,,
"3173",A,=,18,,
"3173",SF, ,,"1",
"3174",B+,~,100,,
"3174",A, ,,"1",
"3174",B+SF,=,0.04,,
"3175",B-, ,,"1",
"3176",B-,=,100,,
"3177",B-,=,100,,
"3178",B-,=,100,,
"3179",A,=,100,,
"3179",SF,<,2,,
"3179",30Mg,<,4,,
"3180",EC,=,99.9958,,
"3180",A,=,0.0042,,
"3181",B+,=,99.975,,
"3181",A,=,0.025,,
"3182",B+, ,,"1",
"3182",A,=,,,"1"
"3183",B+, ,,"1",
"3183",A, ,,"1",
"3184",A,=,70,,
"3184",SF,=,30,,
"3184",B+, ,,"1",
"3185",B-,=,100,,
"3186",B-,=,100,,
"3186",B-SF,<,2.6,,
"3187",A,=,100,,
"3187",SF,=,5.44,,
"3187",2B-,=,2.2,,
"3188",B-,=,100,,
"3189",A,=,100,,
"3189",SF,=,1.9,,
"3189",32Si,~,1.4,,
"3189",30Mg,~,6,,
"3190",B+,=,100,,
"3190",A,=,1,,
"3191",EC, ,,"1",
"3191",A,=,3.84,,
"3191",SF,=,0.048,,
"3192",B+,~,100,,
"3192",A, ,,"1",
"3192",B+SF,=,0.048,,
"3193",SF,=,97.5,,
"3193",A,=,2.5,,
"3194",B-, ,,"1",
"3195",B-,=,100,,
"3196",B-,=,100,,
"3197",B-,=,100,,
"3197",A, ,,"1",
"3198",A,=,100,,
"3198",SF,=,3.1,,
"3199",EC,=,99.99,,
"3199",A,=,0.01,,
"3200",B+,~,100,,
"3200",A,=,6.2,,
"3201",B+,~,100,,
"3201",A,<,0.01,,
"3201",SF,<,0.01,,
"3202",A,=,65,,
"3202",B+, ,,"1",
"3203",A, ,,"1",
"3203",B+, ,,"1",
"3203",SF, ,,"1",
"3204",B-, ,,"1",
"3205",B-,=,100,,
"3205",A, ,,"1",
"3206",B-,=,100,,
"3207",A,=,100,,
"3207",SF,=,5.796,,
"3207",34Si,<,1.3,,
"3208",B+,=,100,,
"3208",A,~,1.9,,
"3209",A,~,100,,
"3209",EC, ,,"1",
"3209",SF,=,3.9,,
"3210",B+, ,,"1",
"3210",A, ,,"1",
"3210",B+SF,=,0.002,,
"3211",A,=,98.5,,
"3211",SF,=,1.5,,
"3211",B+, ,,"1",
"3212",A,=,70,,
"3212",B+,=,30,,
"3212",B+SF,=,0.16,,
"3213",B-, ,,"1",
"3214",B-, ,,"1",
"3215",B-,=,100,,
"3215",A, ,,"1",
"3216",B-,~,100,,
"3216",A,=,0.00245,,
"3216",SF,<,2.4,,
"3217",A,=,100,,
"3217",SF,=,3.6,,
"3218",EC,=,99,,
"3218",A,=,1,,
"3219",B+,=,,,"1"
"3219",A, ,,"1",
"3220",B+, ,,"1",
"3220",A,=,15,,
"3221",A,~,100,,
"3221",B+, ,,"1",
"3222",SF,=,,,"1"
"3222",A,<,14,,
"3222",B+,<,12,,
"3223",B-,=,100,,
"3224",B-,=,100,,
"3225",A,=,100,,
"3225",SF,=,5.51,,
"3226",B-,=,82.7,,
"3226",EC,=,17.3,,
"3227",A,=,100,,
"3227",SF,=,6.2,,
"3227",34Si,=,1.1,,
"3227",2B+, ,,"1",
"3228",B+,~,100,,
"3228",B+SF,<,3,,
"3228",A, ,,"1",
"3229",A,=,61,,
"3229",B+,=,39,,
"3229",SF,<,0.014,,
"3230",A,=,57,,
"3230",B+,=,43,,
"3230",B+SF,=,0.6,,
"3231",SF,~,100,,
"3231",A, ,,"1",
"3232",B-, ,,"1",
"3233",B-,=,100,,
"3234",B-,=,100,,
"3235",A,=,100,,
"3235",SF,=,3.7,,
"3236",A,~,100,,
"3236",EC,=,0.29,,
"3236",SF,=,5.3,,
"3237",B+,~,100,,
"3237",A,~,0.15,,
"3238",B+,~,86,,
"3238",A,~,14,,
"3239",A,=,61,,
"3239",B+, ,,"1",
"3239",SF,<,1,,
"3240",A,=,91,,
"3240",SF,=,9,,
"3240",B+, ,,"1",
"3241",B-,=,100,,
"3242",A,=,99.877,,
"3242",SF,=,0.123,,
"3242",2B-,<,7.3,,
"3243",B-,=,100,,
"3244",A,=,100,,
"3244",SF,=,1.37,,
"3245",B+, ,,"1",
"3245",A,=,0.006,,
"3246",A,=,75,,
"3246",EC,=,25,,
"3247",B+,=,95,,
"3247",A,=,5,,
"3247",B+SF,=,0.011,,
"3248",SF,>,97,,
"3248",B+,<,2,,
"3248",A,<,1,,
"3249",A,~,100,,
"3249",B+, ,,"1",
"3249",B+SF,<,14,,
"3250",B-, ,,"1",
"3251",B-,=,100,,
"3252",B-,=,100,,
"3253",A,=,100,,
"3253",SF,=,6.1,,
"3254",EC,=,99.88,,
"3254",A,=,0.12,,
"3255",B+,=,64.7,,
