atomic_number,species_name,ion_charge,isoelectonic_sequence,ground_shells,ground_configuration,ground_level,ionized_level,ionization_energy,uncertainty,references,is_semi_empirical,is_theoretical
"85",At IX,"8",Ir,[Xe].4f14.5d9,"5d9",2D<5/2>,5d8 3F<4>,149,2.2,L8672c99,"0","1"
"85",At X,"9",Os,[Xe].4f14.5d8,"5d8",3F<4>,5d7 4F<9/2>,169,2.2,L8672c99,"0","1"
"85",At XI,"10",Re,[Xe].4f14.5d7,"5d7",4F<9/2>,5d6 5D<4>,192.1,2.4,L8672c99,"0","1"
"85",At XII,"11",W,[Xe].4f14.5d6,"5d6",5D<4>,5d5 6S<5/2>,212,2.5,L8672c99,"0","1"
"85",At XIII,"12",Ta,[Xe].4f14.5d5,"5d5",6S<5/2>,5d4 5D<0>,236,3,L8672c99,"0","1"
"85",At XIV,"13",Hf,[Xe].4f14.5d4,"5d4","5D0",5d3 4F<3/2>,263,3,L8672c99,"0","1"
"85",At XV,"14",Lu,[Xe].4f14.5d3,"5d3",4F<3/2>,5d2 3F<2>,287,3,L8672c99,"0","1"
"85",At XVI,"15",Yb,[Xe].4f14.5d2,"5d2",3F<2>,5d 2D<3/2>,311,3,L8672c99,"0","1"
"85",At XVII,"16",Tm,[Xe].4f14.5d,5d,2D<3/2>,4f14 1S<0>,335,3,L8672c99,"0","1"
"85",At XVIII,"17",Er,[Xe].4f14,4f14,1S0,4f14.5p5 2P*<3/2>,452,22,L582,"0","1"
"85",At XIX,"18",Ho,[Cd].4f14.5p5,4f14.5p5,2P*<3/2>,4f14.5p4 3P<2>,481,24,L582,"0","1"
"85",At XX,"19",Dy,[Cd].4f14.5p4,4f14.5p4,3P<2>,4f14.5p3 2P*<3/2>,510,30,L582,"0","1"
"85",At XXI,"20",Tb,[Cd].4f14.5p3,4f14.5p3,2P*<3/2>,4f14.5p2 3P<0>,540,30,L582,"0","1"
"85",At XXII,"21",Gd,[Cd].4f14.5p2,4f14.5p2,3P0,4f14.5p 2P*<1/2>,600,30,L582,"0","1"
"85",At XXIII,"22",Eu,[Cd].4f14.5p,4f14.5p,2P*<1/2>,4f14 1S<0>,630,30,L582,"0","1"
"85",At XXIV,"23",Sm,[Cd].4f14,4f14,1S0,4f14.5s 2S<1/2>,720,40,L582,"0","1"
"85",At XXV,"24",Pm,[Kr].4d10.4f14.5s,4f14.5s,2S<1/2>,4f14 1S<0>,750,40,L582,"0","1"
"85",At XXVI,"25",Nd,[Kr].4d10.4f14,4f14,1S0,4f13 2F*<7/2>,790,40,L582,"0","1"
"85",At XXVII,"26",Pr,[Kr].4d10.4f13,4f13,2F*<7/2>,4f12,860,40,L582,"0","1"
"85",At XXVIII,"27",Ce,[Kr].4d10.4f12,4f12,,4f11 4I*<15/2>,920,50,L582,"0","1"
"85",At XXIX,"28",La,[Kr].4d10.4f11,4f11,4I*<15/2>,4f10 5I<8>,990,50,L582,"0","1"
"85",At XXX,"29",Ba,[Kr].4d10.4f10,4f10,5I<8>,4f9 6H*<15/2>,1050,50,L582,"0","1"
"85",At XXXI,"30",Cs,[Kr].4d10.4f9,4f9,6H*<15/2>,4f8 7F<6>,1120,60,L582,"0","1"
"85",At XXXII,"31",Xe,[Kr].4d10.4f8,4f8,7F<6>,4f7 8S*<7/2>,1180,60,L582,"0","1"
"85",At XXXIII,"32",I,[Kr].4d10.4f7,4f7,8S*<7/2>,4f6 7F<0>,1250,60,L582,"0","1"
"85",At XXXIV,"33",Te,[Kr].4d10.4f6,4f6,7F0,4f5 6H*<5/2>,1320,70,L582,"0","1"
"85",At XXXV,"34",Sb,[Kr].4d10.4f5,4f5,6H*<5/2>,4f4 5I<4>,1380,70,L582,"0","1"
"85",At XXXVI,"35",Sn,[Kr].4d10.4f4,4f4,5I<4>,4f3 4I*<9/2>,1450,70,L582,"0","1"
"85",At XXXVII,"36",In,[Kr].4d10.4f3,4f3,4I*<9/2>,4f2 3H<4>,1510,70,L582,"0","1"
"85",At XXXVIII,"37",Cd,[Kr].4d10.4f2,4f2,3H<4>,4f 2F*<5/2>,1590,70,L582,"0","1"
"85",At XXXIX,"38",Ag,[Kr].4d10.4f,4f,2F*<5/2>,4d10 1S<0>,1650,90,L582,"0","1"
"85",At XL,"39",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,1948,4,L8672c99,"0","1"
"85",At XLI,"40",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,2007,4,L8672c99,"0","1"
"85",At XLII,"41",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,2071,4,L8672c99,"0","1"
"85",At XLIII,"42",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,2139,4,L8672c99,"0","1"
"85",At XLIV,"43",Mo,[Kr].4d6,"4d6",5D<4>,4d5 <5/2>,2203,4,L8672c99,"0","1"
"85",At XLV,"44",Nb,[Kr].4d5,"4d5",<5/2>,4d4 5D<0>,2266,4,L8672c99,"0","1"
"85",At XLVI,"45",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,2373,4,L8672c99,"0","1"
"85",At XLVII,"46",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,2439,4,L8672c99,"0","1"
"85",At XLVIII,"47",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,2510,4,L8672c99,"0","1"
"85",At XLIX,"48",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,2576,4,L8672c99,"0","1"
"85",At L,"49",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,2841,4,L8672c99,"0","1"
"85",At LI,"50",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,2905,4,L8672c99,"0","1"
"85",At LII,"51",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3*<3/2>,2977,4,L8672c99,"0","1"
"85",At LIII,"52",As,[Ar].3d10.4s2.4p3,4p3,*<3/2>,4p2 3P<0>,3042,4,L8672c99,"0","1"
"85",At LIV,"53",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,3312,5,L8672c99,"0","1"
"85",At LV,"54",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,3388,5,L8672c99,"0","1"
"85",At LVI,"55",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,3573,5,L8672c99,"0","1"
"85",At LVII,"56",Cu,[Ar].3d10.4s,4s,2S<1/2>,3d10 1S<0>,3649,3,L10278,"1","0"
"85",At LVIII,"57",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,5976,6,L8672c99,"0","1"
"85",At LIX,"58",Co,[Ar].3d9,"3d9",2D<5/2>,3d8 3F<4>,6122,6,L8672c99,"0","1"
"85",At LX,"59",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,6279,7,L8672c99,"0","1"
"85",At LXI,"60",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 <4>,6445,10,L8672c99,"0","1"
"85",At LXII,"61",Cr,[Ar].3d6,"3d6",<4>,3d5 <5/2>,6604,12,L8672c99,"0","1"
"85",At LXIII,"62",V,[Ar].3d5,"3d5",<5/2>,3d4 5D<0>,6759,15,L8672c99,"0","1"
"85",At LXIV,"63",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,7068,19,L8672c99,"0","1"
"85",At LXV,"64",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,7230,24,L8672c99,"0","1"
"85",At LXVI,"65",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,7410,30,L8672c99,"0","1"
"85",At LXVII,"66",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,7570,40,L8672c99,"0","1"
"85",At LXVIII,"67",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,8030,40,L8672c99,"0","1"
"85",At LXIX,"68",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,8180,50,L8672c99,"0","1"
"85",At LXX,"69",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 2P*<3/2>,8330,50,L8672c99,"0","1"
"85",At LXXI,"70",P,[Ne].3s2.3p3,3p3,2P*<3/2>,3p2 3P<0>,8480,60,L8672c99,"0","1"
"85",At LXXII,"71",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,9330,60,L8672c99,"0","1"
"85",At LXXIII,"72",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,9500,70,L8672c99,"0","1"
"85",At LXXIV,"73",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,9830,90,L8672c99,"0","1"
"85",At LXXV,"74",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,9990,90,L8672c99,"0","1"
"85",At LXXVI,"75",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,21210,100,L8672c99,"0","1"
"85",At LXXVII,"76",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,21600,110,L8672c99,"0","1"
"85",At LXXVIII,"77",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",22030,120,L8672c99,"0","1"
"85",At LXXIX,"78",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,22420,120,L8672c99,"0","1"
"85",At LXXX,"79",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,25580,140,L8672c99,"0","1"
"85",At LXXXI,"80",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,26090,150,L8672c99,"0","1"
"85",At LXXXII,"81",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,26730,160,L8672c99,"0","1"
"85",At LXXXIII,"82",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,27139,0.4,L16264c99,"0","1"
"85",At LXXXIV,"83",He,1s2,1s2,1S0,1s 2S<1/2>,107930,0.4,L21139,"0","1"
"85",At LXXXV,"84",H,1s,1s,2S<1/2>,,109887.2,1.5,L19200,"0","1"
"86",Rn I,"0",Rn,[Hg].6p6,6p6,1S0,6p5 2P*<3/2>,10.7485,,"L272,L7432","0","0"
"86",Rn II,"1",At,[Hg].6p5,6p5,2P*<3/2>,6p4 3P<2>,18.99,0.06,L22090,"0","1"
"86",Rn III,"2",Po,[Hg].6p4,6p4,3P<2>,6p3 4S*<3/2>,29.4,1,L16139,"1","0"
"86",Rn IV,"3",Bi,[Hg].6p3,6p3,4S*<3/2>,6p2 3P<0>,36.9,1.7,L8672c99,"0","1"
"86",Rn V,"4",Pb,[Hg].6p2,6p2,3P0,6p 2P*<1/2>,52.9,1.9,L8672c99,"0","1"
"86",Rn VI,"5",Tl,[Hg].6p,6p,2P*<1/2>,6s2 1S<0>,64,2,L8672c99,"0","1"
"86",Rn VII,"6",Hg,[Xe].4f14.5d10.6s2,6s2,1S0,6s 2S<1/2>,88,2,L8672c99,"0","1"
"86",Rn VIII,"7",Au,[Xe].4f14.5d10.6s,6s,2S<1/2>,5d10 1S<0>,102,2.1,L8672c99,"0","1"
"86",Rn IX,"8",Pt,[Xe].4f14.5d10,"5d10",1S0,5d9 2D<5/2>,154,2.2,L8672c99,"0","1"
"86",Rn X,"9",Ir,[Xe].4f14.5d9,"5d9",2D<5/2>,5d8 3F<4>,173.9,2.2,L8672c99,"0","1"
"86",Rn XI,"10",Os,[Xe].4f14.5d8,"5d8",3F<4>,5d7 4F<9/2>,195,2.4,L8672c99,"0","1"
"86",Rn XII,"11",Re,[Xe].4f14.5d7,"5d7",4F<9/2>,5d6 5D<4>,218,2.5,L8672c99,"0","1"
"86",Rn XIII,"12",W,[Xe].4f14.5d6,"5d6",5D<4>,5d5 6S<5/2>,240,3,L8672c99,"0","1"
"86",Rn XIV,"13",Ta,[Xe].4f14.5d5,"5d5",6S<5/2>,5d4 5D<0>,264,3,L8672c99,"0","1"
"86",Rn XV,"14",Hf,[Xe].4f14.5d4,"5d4","5D0",5d3 4F<3/2>,293,3,L8672c99,"0","1"
"86",Rn XVI,"15",Lu,[Xe].4f14.5d3,"5d3",4F<3/2>,5d2 3F<2>,317,3,L8672c99,"0","1"
"86",Rn XVII,"16",Yb,[Xe].4f14.5d2,"5d2",3F<2>,5d 2D<3/2>,342,3,L8672c99,"0","1"
"86",Rn XVIII,"17",Tm,[Xe].4f14.5d,5d,2D<3/2>,4f14 1S<0>,367,3,L8672c99,"0","1"
"86",Rn XIX,"18",Er,[Xe].4f14,4f14,1S0,4f14.5p5 2P*<3/2>,488,25,L582,"0","1"
"86",Rn XX,"19",Ho,[Cd].4f14.5p5,4f14.5p5,2P*<3/2>,4f14.5p4 3P<2>,520,30,L582,"0","1"
"86",Rn XXI,"20",Dy,[Cd].4f14.5p4,4f14.5p4,3P<2>,4f14.5p3 2P*<3/2>,550,30,L582,"0","1"
"86",Rn XXII,"21",Tb,[Cd].4f14.5p3,4f14.5p3,2P*<3/2>,4f14.5p2 3P<0>,580,30,L582,"0","1"
"86",Rn XXIII,"22",Gd,[Cd].4f14.5p2,4f14.5p2,3P0,4f14.5p 2P*<1/2>,640,30,L582,"0","1"
"86",Rn XXIV,"23",Eu,[Cd].4f14.5p,4f14.5p,2P*<1/2>,4f14 1S<0>,680,30,L582,"0","1"
"86",Rn XXV,"24",Sm,[Cd].4f14,4f14,1S0,4f14.5s 2S<1/2>,760,40,L582,"0","1"
"86",Rn XXVI,"25",Pm,[Kr].4d10.4f14.5s,4f14.5s,2S<1/2>,4f14 1S<0>,800,40,L582,"0","1"
"86",Rn XXVII,"26",Nd,[Kr].4d10.4f14,4f14,1S0,4f13 2F*<7/2>,850,40,L582,"0","1"
"86",Rn XXVIII,"27",Pr,[Kr].4d10.4f13,4f13,2F*<7/2>,4f12,920,50,L582,"0","1"
"86",Rn XXIX,"28",Ce,[Kr].4d10.4f12,4f12,,4f11 4I*<15/2>,980,50,L582,"0","1"
"86",Rn XXX,"29",La,[Kr].4d10.4f11,4f11,4I*<15/2>,4f10 5I<8>,1050,50,L582,"0","1"
"86",Rn XXXI,"30",Ba,[Kr].4d10.4f10,4f10,5I<8>,4f9 6H*<15/2>,1110,60,L582,"0","1"
"86",Rn XXXII,"31",Cs,[Kr].4d10.4f9,4f9,6H*<15/2>,4f8 7F<6>,1180,60,L582,"0","1"
"86",Rn XXXIII,"32",Xe,[Kr].4d10.4f8,4f8,7F<6>,4f7 8S*<7/2>,1250,60,L582,"0","1"
"86",Rn XXXIV,"33",I,[Kr].4d10.4f7,4f7,8S*<7/2>,4f6 7F<0>,1310,70,L582,"0","1"
"86",Rn XXXV,"34",Te,[Kr].4d10.4f6,4f6,7F0,4f5 6H*<5/2>,1390,70,L582,"0","1"
"86",Rn XXXVI,"35",Sb,[Kr].4d10.4f5,4f5,6H*<5/2>,4f4 5I<4>,1460,70,L582,"0","1"
"86",Rn XXXVII,"36",Sn,[Kr].4d10.4f4,4f4,5I<4>,4f3 4I*<9/2>,1520,80,L582,"0","1"
"86",Rn XXXVIII,"37",In,[Kr].4d10.4f3,4f3,4I*<9/2>,4f2 3H<4>,1590,70,L582,"0","1"
"86",Rn XXXIX,"38",Cd,[Kr].4d10.4f2,4f2,3H<4>,4f 2F*<5/2>,1660,90,L582,"0","1"
"86",Rn XL,"39",Ag,[Kr].4d10.4f,4f,2F*<5/2>,4d10 1S<0>,1720,90,L582,"0","1"
"86",Rn XLI,"40",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,2033,4,L8672c99,"0","1"
"86",Rn XLII,"41",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,2094,4,L8672c99,"0","1"
"86",Rn XLIII,"42",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,2158,4,L8672c99,"0","1"
"86",Rn XLIV,"43",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,2227,4,L8672c99,"0","1"
"86",Rn XLV,"44",Mo,[Kr].4d6,"4d6",5D<4>,4d5 <5/2>,2293,4,L8672c99,"0","1"
"86",Rn XLVI,"45",Nb,[Kr].4d5,"4d5",<5/2>,4d4 5D<0>,2357,4,L8672c99,"0","1"
"86",Rn XLVII,"46",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,2467,4,L8672c99,"0","1"
"86",Rn XLVIII,"47",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,2535,4,L8672c99,"0","1"
"86",Rn XLIX,"48",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,2606,4,L8672c99,"0","1"
"86",Rn L,"49",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,2674,4,L8672c99,"0","1"
"86",Rn LI,"50",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,2944,4,L8672c99,"0","1"
"86",Rn LII,"51",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,3010,4,L8672c99,"0","1"
"86",Rn LIII,"52",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3*<3/2>,3082,4,L8672c99,"0","1"
"86",Rn LIV,"53",As,[Ar].3d10.4s2.4p3,4p3,*<3/2>,4p2 3P<0>,3149,5,L8672c99,"0","1"
"86",Rn LV,"54",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,3433,5,L8672c99,"0","1"
